seed,beta,architecture,d,m,fvu,l0,dead_fraction,gram_penalty,mean_squared_coherence,max_absolute_coherence,factor1_max_positive_cosine,factor1_max_absolute_cosine,factor1_faithful_geometry,factor1_causal_concentration,factor1_causal_participation_ratio,factor1_causal_split_count,factor1_single_gain,factor1_family_gain,factor1_family_norm_ratio,factor1_family_cosine,factor1_nnls_residual,factor1_nnls_cosine,factor2_max_positive_cosine,factor2_max_absolute_cosine,factor2_faithful_geometry,factor2_causal_concentration,factor2_causal_participation_ratio,factor2_causal_split_count,factor2_single_gain,factor2_family_gain,factor2_family_norm_ratio,factor2_family_cosine,factor2_nnls_residual,factor2_nnls_cosine,mean_factor_max_positive_cosine,mean_factor_max_absolute_cosine,mean_factor_causal_concentration,mean_factor_causal_participation_ratio,mean_factor_causal_split_count,mean_factor_single_gain,mean_factor_family_gain,mean_factor_family_norm_ratio,mean_factor_family_cosine,mean_factor_nnls_residual,mean_factor_nnls_cosine,both_faithful_geometry,train_reconstruction_loss_last_batch,train_l1_last_batch,train_gram_last_step,train_total_last_batch,train_gradient_norm_last_batch,wall_seconds
2,0.0,l1,34,68,0.033053331077098846,15.538425925925926,0.0,79.77263641357422,0.03501871973276138,0.9995495080947876,0.7153159379959106,0.7291929721832275,False,0.2541449536287445,4.018457441986901,4,0.2317812817026139,0.9117433428764343,0.9131591320037842,0.9984495639801025,0.0,0.9999999996613543,0.7035137414932251,0.7043299674987793,False,0.2555322706623327,4.028985713598994,4,0.22636849275586163,0.8855128288269043,0.8875243067741394,0.9977335929870605,0.0,1.0000000193237484,0.7094148397445679,0.7167614698410034,0.2548386121455386,4.023721577792948,4.0,0.22907488722923774,0.8986280858516693,0.9003417193889618,0.9980915784835815,0.0,1.0000000094925514,False,0.49561643600463867,8.877821922302246,79.77661895751953,2.271180820465088,0.5336578254744863,6.629941463470459
2,0.025,l1,34,68,0.027614779770374298,19.40972222222222,0.0,38.062278747558594,0.01670863665640354,0.9572468400001526,0.9890025854110718,0.9890025854110718,True,0.9002599949191101,1.2305574892906044,1,0.780532839106312,0.8669192790985107,0.867416262626648,0.999427080154419,0.0,0.9999999996613542,0.9738168120384216,0.9738168120384216,True,0.5948503047575056,2.0281801768318983,2,0.5119664028061498,0.8605588674545288,0.8607404828071594,0.9997889995574951,0.0,1.0000000193237484,0.9814096987247467,0.9814096987247467,0.7475551498383078,1.6293688330612515,1.5,0.646249620956231,0.8637390732765198,0.8640783727169037,0.999608039855957,0.0,1.0000000094925512,True,0.5048158168792725,10.612659454345703,38.062042236328125,3.5788987636566163,0.6240762556136683,6.707442760467529
2,0.0625,l1,34,68,0.032346662133932114,23.495833333333334,0.0,39.91096496582031,0.017520179972052574,0.9984425902366638,0.9373713135719299,0.9373713135719299,True,0.7408227937535403,1.7971604285152871,1,0.6259416796887884,0.8445486426353455,0.8456180095672607,0.9987354278564453,0.0,0.9999999996613542,0.9078171849250793,0.9078171849250793,True,0.6364381493341642,2.32455680493259,3,0.5360561367315994,0.8421851396560669,0.8431387543678284,0.9988689422607422,0.0,1.0000000193237484,0.9225942492485046,0.9225942492485046,0.6886304715438523,2.0608586167239387,2.0,0.5809989082101938,0.8433668911457062,0.8443783819675446,0.9988021850585938,0.0,1.0000000094925512,True,0.6370937824249268,11.589874267578125,39.91069030761719,5.449486780166627,1.3125900877322918,6.671601295471191
2,0.25,l1,34,68,0.037206146866083145,29.283333333333335,0.0,42.20195770263672,0.018525881692767143,0.9958139657974243,0.32564154267311096,0.6203616857528687,False,0.3626232137508292,6.557529136818289,7,0.29613708378957676,0.7871094346046448,0.7904194593429565,0.9958122968673706,0.0,0.9999999996613541,0.5978801846504211,0.6294835209846497,False,0.21163812498358942,10.891557979108489,12,0.16929512273990285,0.7998850345611572,0.804174542427063,0.9946659207344055,0.0,1.0000000193237484,0.46176086366176605,0.6249226033687592,0.2871306693672093,8.72454355796339,9.5,0.2327161032647398,0.793497234582901,0.7972970008850098,0.9952391088008881,0.0,1.0000000094925512,False,0.7880005240440369,15.827754020690918,42.201934814453125,14.504035031795501,5.855380456226467,6.510945558547974
2,0.5,l1,34,68,0.03609578683972359,29.38564814814815,0.0,44.55412292480469,0.019558440893888474,0.9985459446907043,0.3599434494972229,0.5776190161705017,False,0.2959043317192078,8.7356331854991,7,0.235422417876379,0.7856255173683167,0.7896702885627747,0.9948779344558716,0.0,0.9999999996613542,0.5912006497383118,0.6108204126358032,False,0.20172174494859815,10.768500132602183,11,0.15850084066457423,0.7856359481811523,0.791041374206543,0.9931666851043701,0.0,1.0000000193237484,0.47557204961776733,0.5942197144031525,0.248813038333903,9.75206665905064,9.0,0.1969616292704766,0.7856307327747345,0.7903558313846588,0.9940223097801208,0.0,1.0000000094925512,False,0.7982447743415833,17.27461814880371,44.55433654785156,26.530336678028107,12.75668766295038,6.614487409591675
3,0.0,l1,34,68,0.033386945724487305,15.674074074074074,0.0,80.56988525390625,0.035368695855140686,0.9985886812210083,0.725924551486969,0.725924551486969,False,0.253954083893614,4.766462873642177,6,0.23226344693958245,0.9142962098121643,0.9157164692878723,0.9984490275382996,0.0,0.9999999996613542,0.6927430033683777,0.7237144112586975,False,0.2487372907794521,4.863178915943416,6,0.22101104799283097,0.8882541060447693,0.8900506496429443,0.9979814887046814,0.0,1.0000000193237484,0.7093337774276733,0.7248194813728333,0.25134568733653306,4.814820894792796,6.0,0.22663724746620673,0.9012751579284668,0.9028835594654083,0.9982152581214905,0.0,1.0000000094925512,False,0.4965168833732605,8.763531684875488,80.56729125976562,2.249223220348358,0.495203180247223,6.576217174530029
3,0.025,l1,34,68,0.028095802292227745,18.912037037037038,0.0,38.37916564941406,0.016847744584083557,0.980543851852417,0.9851876497268677,0.9851876497268677,True,0.45813614273546177,2.3961793749465166,3,0.40484945224032537,0.8835607767105103,0.8848487138748169,0.998544454574585,0.0,0.9999999996613542,0.17364729940891266,0.9881391525268555,False,0.46919648993026347,2.3093979903562993,3,0.4165735944673705,0.8876721262931824,0.888874888420105,0.9986469149589539,0.0,1.0000000193237486,0.5794174745678902,0.9866634011268616,0.4636663163328626,2.3527886826514077,3.0,0.410711523353848,0.8856164515018463,0.8868618011474609,0.9985956847667694,0.0,1.0000000094925514,False,0.514875054359436,10.138172149658203,38.3789176940918,3.501982426643372,0.608398334937906,7.3608012199401855
3,0.0625,l1,34,68,0.030202647671103477,24.449537037037036,0.0,36.85835266113281,0.016180137172341347,0.9891297221183777,0.9523711800575256,0.9523711800575256,True,0.7667905642367948,1.6894259901444013,1,0.6561919080733907,0.8556632399559021,0.8560612797737122,0.9995350241661072,0.0,0.9999999996613542,0.4641789495944977,0.9383147954940796,False,0.7165417557892548,1.8857388360139047,2,0.6164015163827169,0.8602316379547119,0.8605064749717712,0.9996806383132935,0.0,1.0000000193237484,0.7082750648260117,0.9453429877758026,0.7416661600130248,1.787582413079153,1.5,0.6362967122280538,0.857947438955307,0.8582838773727417,0.9996078312397003,0.0,1.0000000094925512,False,0.5945039987564087,11.783547401428223,36.85804748535156,5.254841446876526,1.082258953279017,6.562941074371338
3,0.25,l1,34,68,0.03045070916414261,28.647685185185185,0.0,41.93795394897461,0.018409989774227142,0.9987729787826538,0.35059183835983276,0.6173717379570007,False,0.3267933611906433,7.826902232839266,8,0.26684779175509027,0.8078429698944092,0.8118696212768555,0.9950402975082397,0.0,0.9999999996613541,0.6450663805007935,0.6450663805007935,False,0.2261586764570042,9.516049279851346,12,0.1830161278381963,0.798448383808136,0.8043541312217712,0.9926577210426331,0.0,1.0000000193237484,0.4978291094303131,0.6312190592288971,0.2764760188238237,8.671475756345306,10.0,0.22493195979664327,0.8031456768512726,0.8081118762493134,0.9938490092754364,0.0,1.0000000094925512,False,0.6118798851966858,16.03278350830078,41.937538146972656,14.302821123600006,5.729316674602251,6.49452543258667
3,0.5,l1,34,68,0.03163259103894234,29.369444444444444,0.0,41.57300567626953,0.018249783664941788,0.9999994039535522,0.4299430549144745,0.4366980195045471,False,0.13430780445129686,17.568397402248596,22,0.10607844850367455,0.7896661758422852,0.7964465618133545,0.991486668586731,0.0,0.9999999996613542,0.5889320969581604,0.6221482157707214,False,0.19903541040961528,10.809948698198413,13,0.1600865353830221,0.804267168045044,0.8092156052589417,0.9938849806785583,0.0,1.0000000193237482,0.5094375759363174,0.5294231176376343,0.16667160743045606,14.189173050223506,17.5,0.1330824919433483,0.7969666719436646,0.8028310835361481,0.9926858246326447,0.0,1.0000000094925512,False,0.6265458464622498,17.74338150024414,41.572662353515625,24.96155332326889,11.390500289209927,6.663891315460205
